Order ID,Order Date,Ship Date,Ship Mode,Address,Region,Customer ID,Customer Name,Segment,Product ID,Category,Sub-Category,Product Name,Quantity,Discount,Buy Price,Price Per Each
167269,2015-06-16,2015-06-20,Standard Class,"Philadelphia, Pennsylvania, United States - 19134",East,PB-19150,Philip Brown,Consumer,OFF-EN-10003072,Office Supplies,Envelopes,Peel & Seel Envelopes,2,0.2,3.104,4.1904
106964,2017-12-17,2017-12-20,First Class,"Los Angeles, California, United States - 90045",West,HR-14770,Hallie Redmond,Home Office,OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs,2,0.2,5.904,8.0442
126529,2016-01-11,2016-01-13,Second Class,"Springfield, Ohio, United States - 45503",East,DE-13255,Deanra Eno,Home Office,OFF-PA-10001167,Office Supplies,Paper,Xerox 2,3,0.2,5.184000000000001,6.998400000000001
126529,2016-01-11,2016-01-13,Second Class,"Springfield, Ohio, United States - 45503",East,DE-13255,Deanra Eno,Home Office,OFF-PA-10003656,Office Supplies,Paper,Xerox 1935,3,0.2,21.104,27.962799999999998
126529,2016-01-11,2016-01-13,Second Class,"Springfield, Ohio, United States - 45503",East,DE-13255,Deanra Eno,Home Office,TEC-PH-10000148,Technology,Phones,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,2,0.4,7.794,2.8577999999999992
163552,2014-07-11,2014-07-15,Standard Class,"Hackensack, New Jersey, United States - 7601",East,LA-16780,Laura Armstrong,Corporate,OFF-PA-10000474,Office Supplies,Paper,Easy-staple paper,5,0.0,35.44,52.096799999999995
163552,2014-07-11,2014-07-15,Standard Class,"Hackensack, New Jersey, United States - 7601",East,LA-16780,Laura Armstrong,Corporate,TEC-PH-10003885,Technology,Phones,Cisco SPA508G,3,0.0,65.99,85.12709999999998
163552,2014-07-11,2014-07-15,Standard Class,"Hackensack, New Jersey, United States - 7601",East,LA-16780,Laura Armstrong,Corporate,FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,3,0.0,284.98,356.225
163552,2014-07-11,2014-07-15,Standard Class,"Hackensack, New Jersey, United States - 7601",East,LA-16780,Laura Armstrong,Corporate,FUR-FU-10000629,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,9,0.0,13.79,19.5818
163552,2014-07-11,2014-07-15,Standard Class,"Hackensack, New Jersey, United States - 7601",East,LA-16780,Laura Armstrong,Corporate,OFF-LA-10001175,Office Supplies,Labels,Avery 514,5,0.0,2.88,4.2912
109820,2016-11-20,2016-11-22,First Class,"Cincinnati, Ohio, United States - 45231",East,AG-10390,Allen Goldenen,Consumer,OFF-PA-10000955,Office Supplies,Paper,Southworth 25% Cotton Granite Paper & Envelopes,3,0.2,5.232,6.9324
109820,2016-11-20,2016-11-22,First Class,"Cincinnati, Ohio, United States - 45231",East,AG-10390,Allen Goldenen,Consumer,OFF-BI-10003460,Office Supplies,Binders,Acco 3-Hole Punch,2,0.7,1.314,0.35040000000000004
109820,2016-11-20,2016-11-22,First Class,"Cincinnati, Ohio, United States - 45231",East,AG-10390,Allen Goldenen,Consumer,OFF-BI-10000474,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,3,0.7,4.809000000000001,1.2824000000000013
113061,2016-04-22,2016-04-26,Standard Class,"Jefferson City, Missouri, United States - 65109",Central,EL-13735,Ed Ludwig,Home Office,FUR-FU-10003975,Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,2,0.0,43.31,47.641
127418,2015-06-13,2015-06-14,First Class,"Los Angeles, California, United States - 90004",West,JJ-15445,Jennifer Jackson,Consumer,OFF-BI-10003707,Office Supplies,Binders,Aluminum Screw Posts,3,0.2,12.208,16.786
121818,2017-11-20,2017-11-21,First Class,"Burlington, North Carolina, United States - 27217",South,JH-15430,Jennifer Halladay,Consumer,OFF-AR-10000203,Office Supplies,Art,Newell 336,7,0.2,3.4240000000000004,3.8092
121818,2017-11-20,2017-11-21,FC,"Burlington, North Carolina, United States - 27217",South,JH-15430,Jennifer Halladay,Consumer,OFF-AR-10004790,Office Supplies,Art,Staples in misc. colors,3,0.2,9.576,10.1745
127670,2016-03-20,2016-03-24,Standard Class,"Saint Peters, Missouri, United States - 63376",Central,RD-19660,Robert Dilbeck,Home Office,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,4,0.0,174.29,210.8909
102981,2016-09-06,2016-09-09,Second Class,"New York City, New York, United States - 10035",East,MO-17500,Mary O'Rourke,Consumer,TEC-AC-10004761,Technology,Accessories,Maxell 4.7GB DVD+RW 3/Pack,2,0.0,15.93,21.505499999999998
102981,2016-09-06,2016-09-09,Second Class,"New York City, New York, United States - 10035",East,MO-17500,Mary O'Rourke,Consumer,FUR-BO-10001811,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",3,0.2,240.78400000000002,270.882
115651,2017-07-09,2017-07-12,First Class,"Chicago, Illinois, United States - 60610",Central,NS-18640,Noel Staavos,Corporate,OFF-AR-10001130,Office Supplies,Art,"Quartet Alpha White Chalk, 12/Pack",5,0.2,1.768,2.3647
115651,2017-07-09,2017-07-12,First Class,"Chicago, Illinois, United States - 60610",Central,NS-18640,Noel Staavos,Corporate,OFF-AP-10000055,Office Supplies,Appliances,Belkin F9S820V06 8 Outlet Surge,9,0.8,6.495999999999998,9.744000000000003
152702,2017-10-12,2017-10-16,Standard Class,"Rockford, Illinois, United States - 61107",Central,SN-20710,Steve Nguyen,Home Office,FUR-CH-10002304,Furniture,Chairs,"Global Stack Chair without Arms, Black",14,0.3,18.186,16.887
169103,2016-03-08,2016-03-13,Standard Class,"Miami, Florida, United States - 33142",South,ZC-21910,Zuschuss Carroll,Consumer,TEC-PH-10001531,Technology,Phones,Cisco Unified IP Phone 7945G VoIP phone,5,0.2,272.79200000000003,289.84150000000005
169103,2016-03-08,2016-03-13,Standard Class,"Miami, Florida, United States - 33142",South,ZC-21910,Zuschuss Carroll,Consumer,FUR-FU-10004006,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",3,0.2,34.12,32.84049999999999
139192,2014-05-27,2014-06-01,Second Class,"San Francisco, California, United States - 94109",West,LC-16885,Lena Creighton,Consumer,TEC-PH-10000486,Technology,Phones,Plantronics HL10 Handset Lifter,12,0.2,92.79199999999999,103.23109999999998
139192,2014-05-27,2014-06-01,Second Class,"San Francisco, California, United States - 94109",West,LC-16885,Lena Creighton,Consumer,TEC-AC-10001606,Technology,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac,1,0.0,99.99,137.9862
153500,2015-07-03,2015-07-05,First Class,"Philadelphia, Pennsylvania, United States - 19134",East,DG-13300,Deirdre Greer,Corporate,FUR-FU-10000293,Furniture,Furnishings,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,2,0.2,84.23200000000001,69.4914
153500,2015-07-03,2015-07-05,First Class,"Philadelphia, Pennsylvania, United States - 19134",East,DG-13300,Deirdre Greer,Corporate,OFF-PA-10001307,Office Supplies,Paper,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",2,0.2,3.3600000000000003,4.578
153500,2015-07-03,2015-07-05,First Class,"Philadelphia, Pennsylvania, United States - 19134",East,DG-13300,Deirdre Greer,Corporate,FUR-FU-10004460,Furniture,Furnishings,"Howard Miller 12"" Round Wall Clock",9,0.2,31.432000000000002,37.718399999999995
110667,2015-04-04,2015-04-08,Standard Class,"New York City, New York, United States - 10009",East,NF-18595,Nicole Fjeld,Home Office,OFF-AR-10000716,Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils,2,0.0,5.58,7.7562
110667,2015-04-04,2015-04-08,Standard Class,"New York City, New York, United States - 10009",East,NF-18595,Nicole Fjeld,Home Office,FUR-FU-10004622,Furniture,Furnishings,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,2,0.0,54.2,65.582
110667,2015-04-04,2015-04-08,Standard Class,"New York City, New York, United States - 10009",East,NF-18595,Nicole Fjeld,Home Office,OFF-BI-10002735,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,3,0.2,27.448000000000004,36.71170000000001
110667,2015-04-04,2015-04-08,Standard Class,"New York City, New York, United States - 10009",East,NF-18595,Nicole Fjeld,Home Office,OFF-BI-10003529,Office Supplies,Binders,Avery Round Ring Poly Binders,4,0.2,2.272,3.0955999999999997
167150,2017-12-10,2017-12-17,Standard Class,"San Diego, California, United States - 92037",West,BP-11185,Ben Peterman,Corporate,OFF-BI-10001097,Office Supplies,Binders,Avery Hole Reinforcements,4,0.2,4.984000000000001,6.790700000000001
167150,2017-12-10,2017-12-17,Standard Class,"San Diego, California, United States - 92037",West,BP-11185,Ben Peterman,Corporate,OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",2,0.2,32.784,44.258399999999995
105284,2016-11-24,2016-12-01,Standard Class,"Philadelphia, Pennsylvania, United States - 19143",East,MG-17650,Matthew Grinstein,Home Office,OFF-FA-10001754,Office Supplies,Fasteners,Stockwell Gold Paper Clips,3,0.2,1.4720000000000002,2.0056000000000003
125374,2015-03-23,2015-03-29,Standard Class,"Houston, Texas, United States - 77095",Central,JD-16060,Julia Dunbar,Consumer,FUR-CH-10003396,Furniture,Chairs,Global Deluxe Steno Chair,2,0.3,53.886,39.2598
161263,2015-04-16,2015-04-21,Standard Class,"Toledo, Ohio, United States - 43615",East,TS-21160,Theresa Swint,Corporate,OFF-AP-10002350,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,3,0.2,15.072000000000001,16.5792
161263,2015-04-16,2015-04-21,Standard Class,"Toledo, Ohio, United States - 43615",East,TS-21160,Theresa Swint,Corporate,OFF-FA-10004838,Office Supplies,Fasteners,"Super Bands, 12/Pack",7,0.2,1.4880000000000002,1.1718000000000002
161263,2015-04-16,2015-04-21,Standard Class,"Toledo, Ohio, United States - 43615",East,TS-21160,Theresa Swint,Corporate,OFF-AR-10004757,Office Supplies,Art,Crayola Colored Pencils,3,0.2,2.624,3.0504
161263,2015-04-16,2015-04-21,Standard Class,"Toledo, Ohio, United States - 43615",East,TS-21160,Theresa Swint,Corporate,TEC-PH-10002115,Technology,Phones,Plantronics 81402,3,0.4,39.593999999999994,30.355399999999996
161263,2015-04-16,2015-04-21,Standard Class,"Toledo, Ohio, United States - 43615",East,TS-21160,Theresa Swint,Corporate,OFF-FA-10003059,Office Supplies,Fasteners,Assorted Color Push Pins,1,0.2,1.4480000000000002,1.6833
161263,2015-04-16,2015-04-21,Standard Class,"Toledo, Ohio, United States - 43615",East,TS-21160,Theresa Swint,Corporate,OFF-BI-10004330,Office Supplies,Binders,"GBC Velobind Prepunched Cover Sets, Regency Series",5,0.7,11.094000000000001,1.849000000000002
157686,2016-10-01,2016-10-02,First Class,"San Francisco, California, United States - 94122",West,BD-11620,Brian DeCherney,Consumer,FUR-CH-10001147,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",4,0.2,48.712,51.7565
139955,2017-09-28,2017-09-30,Second Class,"Brownsville, Texas, United States - 78521",Central,CM-12160,Charles McCrossin,Consumer,OFF-SU-10001935,Office Supplies,Supplies,Staple remover,1,0.2,1.7440000000000002,1.3952
150161,2015-07-25,2015-07-29,Standard Class,"Philadelphia, Pennsylvania, United States - 19143",East,RB-19795,Ross Baird,Home Office,OFF-BI-10001524,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,4,0.7,6.294000000000001,1.6784000000000008
144652,2015-11-20,2015-11-26,Standard Class,"Los Angeles, California, United States - 90008",West,SN-20560,Skye Norling,Home Office,OFF-AR-10003732,Office Supplies,Art,Newell 333,7,0.0,2.78,3.5027999999999997
152814,2016-04-28,2016-05-02,Standard Class,"Denver, Colorado, United States - 80219",West,EH-14005,Erica Hernandez,Home Office,OFF-PA-10001971,Office Supplies,Paper,Xerox 1881,3,0.2,9.824,13.1396
106943,2017-11-14,2017-11-19,Standard Class,"New York City, New York, United States - 10035",East,FO-14305,Frank Olsen,Consumer,OFF-BI-10003669,Office Supplies,Binders,3M Organizer Strips,2,0.2,4.32,5.832000000000001
134348,2016-11-12,2016-11-19,Standard Class,"Mesa, Arizona, United States - 85204",West,MS-17710,Maurice Satty,Consumer,OFF-BI-10003727,Office Supplies,Binders,Avery Durable Slant Ring Binders With Label Holder,5,0.7,1.254,0.3343999999999998
134348,2016-11-12,2016-11-19,Standard Class,"Mesa, Arizona, United States - 85204",West,MS-17710,Maurice Satty,Consumer,OFF-BI-10004967,Office Supplies,Binders,Round Ring Binders,7,0.7,0.624,0.1456
134348,2016-11-12,2016-11-19,Standard Class,"Mesa, Arizona, United States - 85204",West,MS-17710,Maurice Satty,Consumer,TEC-AC-10003447,Technology,Accessories,Micropad Numeric Keypads,2,0.2,15.991999999999999,16.9915
161781,2016-09-29,2016-09-30,First Class,"Columbus, Indiana, United States - 47201",Central,CC-12100,Chad Cunningham,Home Office,OFF-AR-10000255,Office Supplies,Art,Newell 328,7,0.0,5.839999999999999,7.358399999999999
132521,2017-09-23,2017-09-25,Second Class,"Seattle, Washington, United States - 98105",West,DW-13540,Don Weiss,Consumer,OFF-AP-10002191,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,2,0.0,59.98,76.7744
132521,2017-09-23,2017-09-25,Second Class,"Seattle, Washington, United States - 98105",West,DW-13540,Don Weiss,Consumer,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,3,0.0,10.48,13.309600000000001
132521,2017-09-23,2017-09-25,Second Class,"Seattle, Washington, United States - 98105",West,DW-13540,Don Weiss,Consumer,OFF-BI-10000404,Office Supplies,Binders,Avery Printable Repositionable Plastic Tabs,1,0.2,6.88,9.202
110016,2015-11-29,2015-12-04,Standard Class,"Detroit, Michigan, United States - 48227",Central,BT-11395,Bill Tyler,Corporate,OFF-PA-10000349,Office Supplies,Paper,Easy-staple paper,4,0.0,4.98,7.320600000000001
110016,2015-11-29,2015-12-04,Standard Class,"Detroit, Michigan, United States - 48227",Central,BT-11395,Bill Tyler,Corporate,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",9,0.0,122.98999999999998,136.51889999999997
143819,2016-03-01,2016-03-05,Standard Class,"Yonkers, New York, United States - 10701",East,KD-16270,Karen Daniels,Consumer,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,8,0.4,104.574,71.4589
143819,2016-03-01,2016-03-05,Standard Class,"Yonkers, New York, United States - 10701",East,KD-16270,Karen Daniels,Consumer,OFF-PA-10003127,Office Supplies,Paper,Easy-staple paper,1,0.0,26.38,38.514799999999994
143819,2016-03-01,2016-03-05,Standard Class,"Yonkers, New York, United States - 10701",East,KD-16270,Karen Daniels,Consumer,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,2,0.0,181.46,234.08339999999998
143819,2016-03-01,2016-03-05,Standard Class,"Yonkers, New York, United States - 10701",East,KD-16270,Karen Daniels,Consumer,TEC-MA-10003979,Technology,Machines,Ativa V4110MDD Micro-Cut Shredder,7,0.0,699.99,1042.9850999999999
167584,2016-08-12,2016-08-12,Same Day,"Des Moines, Iowa, United States - 50315",Central,LC-16870,Lena Cacioppo,Consumer,OFF-PA-10000029,Office Supplies,Paper,Xerox 224,1,0.0,6.48,9.5904
166163,2016-08-15,2016-08-20,Second Class,"Oakland, California, United States - 94601",West,CY-12745,Craig Yedwab,Corporate,TEC-PH-10004896,Technology,Phones,Nokia Lumia 521 (T-Mobile),3,0.2,23.992,26.3912
166163,2016-08-15,2016-08-20,Second Class,"Oakland, California, United States - 94601",West,CY-12745,Craig Yedwab,Corporate,OFF-LA-10000452,Office Supplies,Labels,Avery 488,1,0.0,3.15,4.662
158407,2017-06-04,2017-06-10,Standard Class,"Monroe, North Carolina, United States - 28110",South,LW-16990,Lindsay Williams,Corporate,FUR-FU-10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,2,0.2,15.991999999999999,16.9915
158407,2017-06-04,2017-06-10,Standard Class,"Monroe, North Carolina, United States - 28110",South,LW-16990,Lindsay Williams,Corporate,TEC-PH-10001819,Technology,Phones,Innergie mMini Combo Duo USB Travel Charging Kit,2,0.2,35.992000000000004,48.589200000000005
143490,2015-12-06,2015-12-13,Standard Class,"San Diego, California, United States - 92105",West,NP-18325,Naresj Patel,Consumer,OFF-AR-10002952,Office Supplies,Art,Stanley Contemporary Battery Pencil Sharpeners,9,0.0,13.35,17.088
143490,2015-12-06,2015-12-13,Standard Class,"San Diego, California, United States - 92105",West,NP-18325,Naresj Patel,Consumer,TEC-PH-10000576,Technology,Phones,AT&T 1080 Corded phone,2,0.2,109.59200000000001,119.18130000000002
165085,2015-12-27,2015-12-31,Standard Class,"Clinton, Maryland, United States - 20735",East,BT-11485,Brad Thomas,Home Office,OFF-PA-10000605,Office Supplies,Paper,Xerox 1950,5,0.0,5.78,8.612200000000001
165085,2015-12-27,2015-12-31,Standard Class,"Clinton, Maryland, United States - 20735",East,BT-11485,Brad Thomas,Home Office,OFF-AP-10002518,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center,2,0.0,177.98,229.59419999999997
160423,2017-01-21,2017-01-26,Standard Class,"Charlotte, North Carolina, United States - 28205",South,PS-19045,Penelope Sewall,Home Office,OFF-ST-10004340,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",7,0.2,49.74399999999999,54.096599999999995
160423,2017-01-21,2017-01-26,Standard Class,"Charlotte, North Carolina, United States - 28205",South,PS-19045,Penelope Sewall,Home Office,OFF-BI-10004001,Office Supplies,Binders,GBC Recycled VeloBinder Covers,7,0.7,5.112,1.0223999999999984
159338,2014-06-25,2014-06-28,First Class,"Los Angeles, California, United States - 90049",West,NS-18640,Noel Staavos,Corporate,FUR-TA-10004147,Furniture,Tables,Hon 4060 Series Tables,5,0.2,89.568,91.8072
107216,2016-06-14,2016-06-17,First Class,"San Francisco, California, United States - 94122",West,PV-18985,Paul Van Hugh,Home Office,OFF-AR-10001545,Office Supplies,Art,Newell 326,4,0.0,1.76,2.2704
107216,2016-06-14,2016-06-17,First Class,"San Francisco, California, United States - 94122",West,PV-18985,Paul Van Hugh,Home Office,FUR-FU-10000206,Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",3,0.0,2.91,4.2777
107216,2016-06-14,2016-06-17,First Class,"San Francisco, California, United States - 94122",West,PV-18985,Paul Van Hugh,Home Office,TEC-AC-10001013,Technology,Accessories,Logitech ClearChat Comfort/USB Headset H390,1,0.0,29.29,38.95569999999999
107216,2016-06-14,2016-06-17,First Class,"San Francisco, California, United States - 94122",West,PV-18985,Paul Van Hugh,Home Office,OFF-AR-10002255,Office Supplies,Art,Newell 346,3,0.0,2.8800000000000003,3.7152000000000003
145863,2017-04-21,2017-04-27,Standard Class,"Houston, Texas, United States - 77041",Central,RP-19390,Resi Pölking,Consumer,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,3,0.8,0.8979999999999998,0.6735000000000012
145863,2017-04-21,2017-04-27,Standard Class,"Houston, Texas, United States - 77041",Central,RP-19390,Resi Pölking,Consumer,OFF-BI-10002049,Office Supplies,Binders,UniKeep View Case Binders,3,0.8,0.9779999999999998,0.6846000000000008
112340,2016-10-21,2016-10-27,Standard Class,"Riverside, California, United States - 92503",West,NM-18520,Neoma Murray,Consumer,OFF-PA-10001892,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",3,0.0,7.64,11.3836
110156,2016-11-19,2016-11-24,Standard Class,"Houston, Texas, United States - 77041",Central,EH-13945,Eric Hoffmann,Consumer,OFF-ST-10000642,Office Supplies,Storage,"Tennsco Lockers, Gray",6,0.2,16.784000000000002,14.056600000000001
110156,2016-11-19,2016-11-24,Standard Class,"Houston, Texas, United States - 77041",Central,EH-13945,Eric Hoffmann,Consumer,FUR-FU-10000206,Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",2,0.6,1.1640000000000001,0.7857000000000001
110156,2016-11-19,2016-11-24,Standard Class,"Houston, Texas, United States - 77041",Central,EH-13945,Eric Hoffmann,Consumer,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",5,0.8,2.1559999999999993,1.2936000000000023
110156,2016-11-19,2016-11-24,Standard Class,"Houston, Texas, United States - 77041",Central,EH-13945,Eric Hoffmann,Consumer,OFF-FA-10003495,Office Supplies,Fasteners,Staples,12,0.2,4.864000000000001,6.688000000000001
110156,2016-11-19,2016-11-24,Standard Class,"Houston, Texas, United States - 77041",Central,EH-13945,Eric Hoffmann,Consumer,OFF-EN-10003798,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13",3,0.2,13.656,18.2649
110156,2016-11-19,2016-11-24,Standard Class,"Houston, Texas, United States - 77041",Central,EH-13945,Eric Hoffmann,Consumer,TEC-PH-10003589,Technology,Phones,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,5,0.2,14.392,19.429199999999998
110156,2016-11-19,2016-11-24,Standard Class,"Houston, Texas, United States - 77041",Central,EH-13945,Eric Hoffmann,Consumer,OFF-PA-10004735,Office Supplies,Paper,Xerox 1905,2,0.2,5.184000000000001,6.998400000000001
110156,2016-11-19,2016-11-24,Standard Class,"Houston, Texas, United States - 77041",Central,EH-13945,Eric Hoffmann,Consumer,OFF-BI-10002609,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,2,0.8,0.5959999999999999,0.41720000000000024
140585,2017-12-18,2017-12-23,Second Class,"Encinitas, California, United States - 92024",West,RA-19915,Russell Applegate,Consumer,OFF-BI-10003364,Office Supplies,Binders,Binding Machine Supplies,2,0.2,23.336000000000002,31.503600000000002
140585,2017-12-18,2017-12-23,Second Class,"Encinitas, California, United States - 92024",West,RA-19915,Russell Applegate,Consumer,FUR-BO-10002206,Furniture,Bookcases,"Bush Saratoga Collection 5-Shelf Bookcase, Hanover Cherry, *Special Order",1,0.15,119.83299999999998,107.14479999999998
140585,2017-12-18,2017-12-23,Second Class,"Encinitas, California, United States - 92024",West,RA-19915,Russell Applegate,Consumer,TEC-AC-10003610,Technology,Accessories,Logitech Illuminated - Keyboard,2,0.0,59.99,88.7852
144855,2016-07-22,2016-07-24,Second Class,"San Francisco, California, United States - 94110",West,DL-13495,Dionis Lloyd,Corporate,OFF-LA-10003766,Office Supplies,Labels,Self-Adhesive Removable Labels,2,0.0,3.15,4.662
142755,2015-09-04,2015-09-08,Standard Class,"Roswell, Georgia, United States - 30076",South,CS-12355,Christine Sundaresam,Consumer,OFF-PA-10001970,Office Supplies,Paper,Xerox 1908,5,0.0,55.98,83.4102
142755,2015-09-04,2015-09-08,Standard Class,"Roswell, Georgia, United States - 30076",South,CS-12355,Christine Sundaresam,Consumer,TEC-AC-10002040,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,5,0.0,123.98999999999998,146.30819999999997
142755,2015-09-04,2015-09-08,Standard Class,"Roswell, Georgia, United States - 30076",South,CS-12355,Christine Sundaresam,Consumer,OFF-PA-10000141,Office Supplies,Paper,"Ampad Evidence Wirebond Steno Books, 6"" x 9""",2,0.0,2.18,3.2046
142755,2015-09-04,2015-09-08,Standard Class,"Roswell, Georgia, United States - 30076",South,CS-12355,Christine Sundaresam,Consumer,OFF-EN-10004459,Office Supplies,Envelopes,Security-Tint Envelopes,2,0.0,7.64,11.3836
147627,2014-01-20,2014-01-26,Standard Class,"Jonesboro, Arkansas, United States - 72401",South,HL-15040,Hunter Lopez,Consumer,TEC-PH-10001061,Technology,Phones,Apple iPhone 5C,7,0.0,99.99,125.9874
147627,2014-01-20,2014-01-26,Standard Class,"Jonesboro, Arkansas, United States - 72401",South,HL-15040,Hunter Lopez,Consumer,OFF-AR-10002375,Office Supplies,Art,Newell 351,7,0.0,3.28,4.231199999999999
147627,2014-01-20,2014-01-26,Standard Class,"Jonesboro, Arkansas, United States - 72401",South,HL-15040,Hunter Lopez,Consumer,FUR-FU-10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",4,0.0,9.65,12.545
147627,2014-01-20,2014-01-26,Standard Class,"Jonesboro, Arkansas, United States - 72401",South,HL-15040,Hunter Lopez,Consumer,OFF-AR-10003811,Office Supplies,Art,Newell 327,3,0.0,2.21,2.8067
147627,2014-01-20,2014-01-26,Standard Class,"Jonesboro, Arkansas, United States - 72401",South,HL-15040,Hunter Lopez,Consumer,OFF-EN-10001539,Office Supplies,Envelopes,Staple envelope,3,0.0,7.78,11.4366
147627,2014-01-20,2014-01-26,Standard Class,"Jonesboro, Arkansas, United States - 72401",South,HL-15040,Hunter Lopez,Consumer,FUR-CH-10002331,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,3,0.0,355.98,430.7358
105970,2015-03-02,2015-03-07,Standard Class,"Richmond, Indiana, United States - 47374",Central,PA-19060,Pete Armstrong,Home Office,OFF-AR-10003156,Office Supplies,Art,50 Colored Long Pencils,1,0.0,10.16,12.8016
105970,2015-03-02,2015-03-07,Standard Class,"Richmond, Indiana, United States - 47374",Central,PA-19060,Pete Armstrong,Home Office,OFF-EN-10001532,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,6,0.0,16.98,25.47
112102,2016-04-12,2016-04-16,Standard Class,"Springfield, Virginia, United States - 22153",South,BD-11605,Brian Dahlen,Consumer,FUR-TA-10004086,Furniture,Tables,KI Adjustable-Height Table,4,0.0,85.98,104.8956
112102,2016-04-12,2016-04-16,Standard Class,"Springfield, Virginia, United States - 22153",South,BD-11605,Brian Dahlen,Consumer,OFF-PA-10000100,Office Supplies,Paper,Xerox 1945,1,0.0,40.99,61.075100000000006
112102,2016-04-12,2016-04-16,Standard Class,"Springfield, Virginia, United States - 22153",South,BD-11605,Brian Dahlen,Consumer,OFF-EN-10002500,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,5,0.0,12.78,18.531
114776,2016-12-06,2016-12-07,First Class,"Antioch, California, United States - 94509",West,GG-14650,Greg Guthrie,Corporate,OFF-PA-10004100,Office Supplies,Paper,Xerox 216,3,0.0,6.48,9.5904
134908,2016-06-05,2016-06-09,Standard Class,"Philadelphia, Pennsylvania, United States - 19134",East,JS-15940,Joni Sundaresam,Home Office,OFF-ST-10003479,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",4,0.2,31.152,25.310999999999996
134908,2016-06-05,2016-06-09,Standard Class,"Philadelphia, Pennsylvania, United States - 19134",East,JS-15940,Joni Sundaresam,Home Office,OFF-LA-10000973,Office Supplies,Labels,Avery 502,3,0.2,2.52,3.4019999999999997
148803,2016-12-11,2016-12-11,Same Day,"Homestead, Florida, United States - 33030",South,LR-16915,Lena Radford,Consumer,OFF-ST-10001476,Office Supplies,Storage,Steel Personal Filing/Posting Tote,3,0.2,28.408,30.893700000000003
152170,2016-11-12,2016-11-15,Second Class,"La Porte, Indiana, United States - 46350",Central,FH-14275,Frank Hawley,Corporate,OFF-EN-10002831,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray",8,0.0,35.94,52.113
152170,2016-11-12,2016-11-15,Second Class,"La Porte, Indiana, United States - 46350",Central,FH-14275,Frank Hawley,Corporate,OFF-AP-10002350,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,2,0.0,18.84,24.1152
